ESD Code,ESD Name,District-County Code,District name,School Code,School name,Lowest Grade,Highest Grade,Physical AddressLine1,Physical City,Physical State,Physical ZipCode,phone,School Type
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,2872,Browns Point,K ,5,1526 51st St Ne,Tacoma,Washington,98422-0000,253.571.7600,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,2874,Whitman,PK,5,1120 S 39th St,Tacoma,Washington,98408-0000,253.571.7272,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,2875,Maple Lawn Elementary,K ,5,15502 96th St. E.,Puyallup,Washington,98372,253.891.4400,Public School
17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,2876,Franklin Pierce High School,9,12,11002 18TH AVE E,TACOMA,Washington,98445-5228,253.298.3800,Public School
17801,Puget Sound Educational Service District 121,27403,Bethel School District,2877,Elk Plain School of Choice,K ,6,22015 22nd Avenue East,Spanaway,Washington,98397-7511,(253) 683-7900,Public School
17801,Puget Sound Educational Service District 121,27417,Fife School District,2878,Discovery Primary School,PK,1,1205 19th Avenue,Milton,Washington,98354-9189,253.517.1200,Public School
29801,Northwest Educational Service District 189,28149,San Juan Island School District,2879,Friday Harbor High School,9,12,45 BLAIR STREET,FRIDAY HARBOR,Washington,98250-0000,360.378.5215,Public School
29801,Northwest Educational Service District 189,29320,Mount Vernon School District,2880,Washington Elementary School,K ,6,1020 McLean Rd,Mount Vernon,Washington,98273-3264,360.428.6122,Public School
6801,Educational Service District 112,30303,Stevenson-Carson School District,2882,Carson Elementary,3,6,351 Hot Springs Avenue,Carson,Washington,98610-0000,509.427.5939,Public School
29801,Northwest Educational Service District 189,31002,Everett School District,2883,Hawthorne Elementary School,PK,5,1110 Poplar St.,Everett,Washington,98201-1497,425.385.4600,Public School
29801,Northwest Educational Service District 189,31004,Lake Stevens School District,2884,Mt. Pilchuck Elementary School,K ,5,12806 20th St NE,Lake Stevens,Washington,98258,425.335.1525,Public School
29801,Northwest Educational Service District 189,31004,Lake Stevens School District,2885,Hillcrest Elementary School,PK,5,9315 4th St SE,Lake Stevens,Washington,98258,425.335.1545,Public School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,2886,Fairmount Elementary,K ,5,11401 Beverly Park Rd,Everett,Washington,98204-3514,425.366.2900,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,2887,Martha Lake Elementary,K ,6,17500 LARCH WAY,LYNNWOOD,Washington,98037-8206,425.431.7766,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,2888,Terrace Park Elementary,K ,6,5409 228TH ST SW,MTLK TERRACE,Washington,98043-5251,425.431.7482,Public School
32801,Educational Service District 101,32326,Medical Lake School District,2890,Medical Lake High School,9,12,200 E. Barker St.,Medical Lake,Washington,99022-0000,509.565.3200,Public School
32801,Educational Service District 101,32356,Central Valley School District,2892,Broadway Elementary,PK,5,11016 E. Broadway Ave.,Spokane,Washington,99206-5006,509.228.4102,Public School
6801,Educational Service District 112,35200,Wahkiakum School District,2893,Julius A Wendt Elementary/John C Thomas Middle School,K ,8,265 SOUTH THIRD ST,CATHLAMET,Washington,98612-0000,(360) 795-3261,Public School
32801,Educational Service District 101,38300,Colfax School District,2894,Leonard M Jennings Elementary,K ,6,1207 N. Morton Street,Colfax,Washington,99111-2133,509.397.2181,Public School
32801,Educational Service District 101,38302,Garfield School District,2895,Garfield Elementary,PK,5,810 North Third Street,Garfield,Washington,99130-0398,509.635.1331,Public School
32801,Educational Service District 101,38302,Garfield School District,2896,Garfield Middle School,6,8,810 N Third Street,Garfield,Washington,99130-0000,509.635.1331,Public School
39801,Educational Service District 105,39003,Naches Valley School District,2897,Naches Valley Primary School,K ,2,2700 Old Naches Highway,Yakima,Washington,98908-0000,509.966.5050,Public School
39801,Educational Service District 105,39003,Naches Valley School District,2898,Naches Valley Middle School,5,8,32 Shafer Avenue,Naches,Washington,98937-0000,509.452.4604,Public School
39801,Educational Service District 105,39007,Yakima School District,2899,Mcclure Elementary School,K ,5,1222 S 2nd Ave,Yakima,Washington,98902-5117,509.573.1301,Public School
39801,Educational Service District 105,39202,Toppenish School District,2900,Toppenish High School,9,12,141 WARD ROAD,TOPPENISH,Washington,98948-9100,509.865.3370,Public School
11801,Educational Service District 123,1147,Othello School District,2902,Lutacaga Elementary,K ,5,795 S 7th Ave,Othello,Washington,99344-1463,509 488 9669,Public School
32801,Educational Service District 101,1158,Lind School District,2903,Lind Jr Sr High,7,12,N 507 E STREET,LIND,Washington,99341-0340,509.677.3408,Public School
11801,Educational Service District 123,3052,Kiona-Benton City School District,2904,Kiona-Benton City High School,9,12,1205 Horne Drive,Benton City,Washington,99320-9705,509.588.2143,Public School
11801,Educational Service District 123,3052,Kiona-Benton City School District,2904,Kiona-Benton City High School,9,12,1205 Horne Drive,Benton City,Washington,99320-9705,509.588.2142,Public School
11801,Educational Service District 123,3116,Prosser School District,2905,Whitstran Elementary,K ,5,102101 W. Foisy,Prosser,Washington,99350-5666,509.973.2345,Public School
11801,Educational Service District 123,3116,Prosser School District,2906,Housel Middle School,6,8,2001 Highland Dr.,Prosser,Washington,99350-1597,509.786.1732,Public School
4801,North Central Educational Service District 171,4246,Wenatchee School District,2907,Washington Elementary School,K ,5,1401 WASHINGTON ST.,WENATCHEE,Washington,98801-0000,509.662.5504,Public School
18801,Olympic Educational Service District 114,5121,Port Angeles School District,2908,Port Angeles High School,9,12,304 E PARK AVE,PORT ANGELES,Washington,98362-6934,360.565.1513,Public School
18801,Olympic Educational Service District 114,5121,Port Angeles School District,2909,Franklin Elementary,K ,6,2505 S WASHINGTON ST,PORT ANGELES,Washington,98362-6763,360.457.9111,Public School
6801,Educational Service District 112,6119,Battle Ground School District,2910,Yacolt Primary,K ,4,406 W YACOLT RD,YACOLT,Washington,98675-0000,360.885.6000,Public School
6801,Educational Service District 112,6112,Washougal School District,2911,Gause Elementary,K ,5,1100 34TH ST,WASHOUGAL,Washington,98671-1907,360.954.3701,Public School
6801,Educational Service District 112,6114,Evergreen School District (Clark),2912,Orchards Elementary School,K ,5,11405 NE 69th Street,Vancouver,Washington,98662,360.604.6975,Public School
6801,Educational Service District 112,8458,Kelso School District,2913,Carrolls Elementary,K ,5,3902 Old Pacific Hwy S,Kelso,Washington,98626-0000,360.501.1380,Public School
6801,Educational Service District 112,8122,Longview School District,2914,Northlake Elementary School,K ,5,2210 Olympia Way,Longview,Washington,98632-4505,360.575.7630,Public School
6801,Educational Service District 112,8402,Kalama School District,2915,Kalama Elem School,K ,5,548 China Garden Road,Kalama,Washington,98625-0000,360.673.5207,Public School
6801,Educational Service District 112,8458,Kelso School District,2916,Huntington Middle School,6,8,500 Redpath,Kelso,Washington,98626-0000,360.501.1700,Public School
11801,Educational Service District 123,11001,Pasco School District,2917,Pasco Senior High School,9,12,1108 N 10TH AVENUE,PASCO,Washington,99301-0000,509.547.5581,Public School
11801,Educational Service District 123,11051,North Franklin School District,2918,Connell Elem,K ,6,600 E. Adams,Connell,Washington,99326-0829,509.234.4381,Public School
4801,North Central Educational Service District 171,13144,Quincy School District,2919,Pioneer Elementary,2,3,224 J ST SE,QUINCY,Washington,98848-0000,509.787.1595,Public School
4801,North Central Educational Service District 171,13165,Ephrata School District,2920,Ephrata High School,9,12,333 4TH AVE NW,EPHRATA,Washington,98823-0000,509.754.5285,Public School
34801,Educational Service District 113,14097,Lake Quinault School District,2921,Lake Quinault Elementary,K ,5,6130 US HIGHWAY 101,Amanda Park,Washington,98526-0000,360.288.2260,Public School
34801,Educational Service District 113,14400,Oakville School District,2922,Oakville Elementary,K ,6,103 SCHOOL ST,OAKVILLE,Washington,98568-0090,360.273.5946,Public School
17801,Puget Sound Educational Service District 121,17401,Highline School District,2926,Cedarhurst Elementary,PK,6,611 S 132nd St,Burien,Washington,98168,206.631.3600,Public School
17801,Puget Sound Educational Service District 121,17401,Highline School District,2927,Sylvester Middle School,7,8,16222 Sylvester Road SW,Burien,Washington,98166-3093,(206) 433-2401,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,2929,Lakeridge Elementary School,K ,5,7400 S 115TH ST,SEATTLE,Washington,98178-3023,425.204.4100,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,2931,Hillcrest Special Services Center,PK,K ,1800 INDEX AVE NE,RENTON,Washington,98056-2314,425.204.2200,Special Education School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,2932,Dick Scobee Elementary School,PK,5,1031 14TH ST NE,AUBURN,Washington,98002-3314,253.931.4984,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,2937,Greenwood Elementary School,PK,5,North Division and Idaho Ave,Fort Lewis,Washington,98433-1198,253.583.5260,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,2938,Sherman,K ,5,4415 N 38th St,Tacoma,Washington,98407-0000,253.571.5488,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,2939,Delong,K ,5,4901 S 14 st St,Tacoma,Washington,98405-0000,253.571.5800,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,2940,Arlington,PK,5,3002 S 72nd St,Tacoma,Washington,98409-0000,(253) 571-3200,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,2941,Mann,PK,5,1002 S 52nd St,Tacoma,Washington,98408-0000,253.571.6300,Public School
17801,Puget Sound Educational Service District 121,27344,Orting School District,2942,Orting High School,9,12,320 Washington Avenue North,Orting,Washington,98360-8404,360.893.2246,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,2943,Custer Elementary School,PK,5,7801 Steilacoom Blvd SW,Lakewood,Washington,98498-6198,253.583.5230,Public School
17801,Puget Sound Educational Service District 121,27401,Peninsula School District,2944,Harbor Heights Elementary School,PK,5,4002 36th St NW,Gig Harbor,Washington,98335-8010,253.530.1800,Public School
17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,2945,James Sales Elementary,K ,5,11213 Sheridan Ave S,Tacoma,Washington,98444-0000,253.535.9891,Public School
29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,2946,West View Elementary,K ,6,515 W VICTORIA AVE,BURLINGTON,Washington,98233-1028,360.757.3391,Public School
29801,Northwest Educational Service District 189,31063,Index School District,2948,Index Elementary School,PK,8,436 Index Avenue,Index,Washington,98256-0237,360.793.1330,Public School
32801,Educational Service District 101,32081,Spokane School District,2950,Ridgeview Elementary,PK,6,1515 W Joseph Ave,Spokane,Washington,99205-6798,(509) 354-4000,Public School
32801,Educational Service District 101,32081,Spokane School District,2951,Lincoln Heights Elementary,PK,6,3322 E 22Nd Ave,Spokane,Washington,99223-3900,509.354.3300,Public School
32801,Educational Service District 101,32081,Spokane School District,2952,Lidgerwood Elementary,K ,6,5510 N Lidgerwood,Spokane,Washington,99207,509.354.3261,Public School
32801,Educational Service District 101,32356,Central Valley School District,2953,Progress Elementary School,PK,5,710 N. Progress Rd.,Veradale,Washington,99037-9573,(509)228-4500,Public School
32801,Educational Service District 101,32360,Cheney School District,2954,Betz Elementary,K ,5,317 N 7TH,CHENEY,Washington,99004-2298,(509) 559-4801,Public School
32801,Educational Service District 101,32361,East Valley School District (Spokane),2955,Otis Orchards Elementary,PK,6,22000 E WELLESLEY AVE,OTIS ORCHARDS,Washington,99027-9235,509.924.9823,Public School
32801,Educational Service District 101,32363,West Valley School District (Spokane),2956,Seth Woodard Elementary,K ,5,7401 E MISSION,SPOKANE,Washington,99212-0000,509.921.2160,Public School
32801,Educational Service District 101,33115,Colville School District,2957,Hofstetter Elementary,K ,2,640 N Hofstetter St,Colville,Washington,99114-9472,509.684.7690,Public School
32801,Educational Service District 101,33211,Northport School District,2958,Northport High School,9,12,404 10th Street,Northport,Washington,99157-1280,509.732.4251,Public School
